"cohort_id","module_id","contrast_label","target_group","target_n","target_mean","target_sd","comparison_group","comparison_n","comparison_mean","comparison_sd","cohort_limitations","raw_mean_difference_target_minus_comparison","hedges_g","hedges_g_variance","hedges_g_standard_error","smdh","smdh_variance","smdh_standard_error","cohort","module","all_cohorts_confirmatory_eligible","analysis_boundary"
"GSE186542_external_count_support","inflammatory_nfkb","advanced_Pfirrmann_IV_V_minus_early_Pfirrmann_I_III","advanced_Pfirrmann_IV_V",3,2.8660261,0.35453679,"early_Pfirrmann_I_III",3,2.86040977,0.38143989,"Post hoc external human NP cohort: early Pfirrmann I-III n=3 versus advanced IV-V n=3. Matrix columns map exactly to six GSM accessions and four locked modules map at 100%. BioProject PRJNA774342 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. Supplied count and processed-value provenance is inconsistent in GEO metadata; use score-level standardization only, not raw-count-model inference or confirmatory validation.",0.00561633000000006,0.0121693857991861,0.666679007829227,0.816504138280528,0.0121693857991861,1.00001861042268,1.00000930516805,"GSE186542 (3 vs 3)","Inflammatory / NF-kB",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE167931_external_fpkm_support","inflammatory_nfkb","degenerated_minus_normal","degenerated",5,1.30636541,0.70285513,"normal",4,0.78996836,0.31606213,"Post hoc external human NP cohort: normal n=4 versus degenerated n=5. FPKM matrix columns map exactly to nine GSM accessions and four locked modules map at 100%. BioProject PRJNA705603 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. This FPKM representation is included once; the paired TPM representation is a same-sample processing sensitivity and is not an additional study. No raw-count model, confirmatory validation, causal, or age-adjusted inference.",0.51639705,0.804427255090012,0.48595017826287,0.697101268298136,0.841693663359835,0.592645071244888,0.769834444049425,"GSE167931 FPKM (4 vs 5)","Inflammatory / NF-kB",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE230809_discovery","hypoxia_oxidative_stress","advanced_degeneration_associated_minus_healthy_low_grade","advanced_degeneration_associated",8,5.01783585,0.15417755,"healthy_low_grade",3,4.8402014,0.10396602,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.",0.17763445,1.12315938129592,0.515673651323926,0.718104206451909,1.23457830479469,0.597663123868633,0.773086750545263,"GSE230809 parent (3 vs 8)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE244889_directional","hypoxia_oxidative_stress","severe_SDD_minus_mild_MDD","severe_SDD",3,4.94632123,0.18219043,"mild_MDD",4,4.70822363,0.11459687,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.",0.2380976,1.37624626804736,0.718622889784355,0.847716279060603,1.31529984413,1.15072512406218,1.07271856703526,"GSE244889 (NP 4 vs 3)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE153066_support","hypoxia_oxidative_stress","degenerated_minus_relatively_normal","degenerated",8,5.01730299,0.27763385,"relatively_normal",8,4.9291249,0.2904383,"Eight relatively-normal versus eight degenerated presumed sample/library keys. The GEO-retained dense count matrix follows contributor cell filtering; clinical source and age are confounded with disease status. External support only, not an age-independent or causal contrast.",0.0881780900000004,0.293387029132686,0.252689873401978,0.502682676647981,0.293387029132686,0.288794667792164,0.537396192573192,"GSE153066 (NP 8 vs 8)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE165722_score_level","hypoxia_oxidative_stress","severe_minus_mild","severe",4,5.07041681,0.16455361,"mild",4,4.6358242,0.33172674,"Four mild versus four severe presumed sample keys, with severity assigned from the source-publication grouping because GEO and source-publication grades differ. GEO describes supplied values as normalized counts; this cohort supports only score-level direction and leave-one-key-out stability, not raw-count, cell-level, confirmatory, causal, or age-adjusted inference.",0.43459261,1.44171453457446,0.629908799950203,0.793667940608793,1.44171453457446,0.903288656165272,0.950414991551202,"GSE165722 (NP 4 vs 4)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE186542_external_count_support","hypoxia_oxidative_stress","advanced_Pfirrmann_IV_V_minus_early_Pfirrmann_I_III","advanced_Pfirrmann_IV_V",3,4.13326297,0.11396125,"early_Pfirrmann_I_III",3,4.13339152,0.26945533,"Post hoc external human NP cohort: early Pfirrmann I-III n=3 versus advanced IV-V n=3. Matrix columns map exactly to six GSM accessions and four locked modules map at 100%. BioProject PRJNA774342 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. Supplied count and processed-value provenance is inconsistent in GEO metadata; use score-level standardization only, not raw-count-model inference or confirmatory validation.",-0.000128550000000338,-0.000495800716462867,0.666666687151529,0.816496593472091,-0.000495800716462867,1.0000000456351,1.00000002281755,"GSE186542 (3 vs 3)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE167931_external_fpkm_support","hypoxia_oxidative_stress","degenerated_minus_normal","degenerated",5,1.4727732,0.53419946,"normal",4,0.86700681,0.49429461,"Post hoc external human NP cohort: normal n=4 versus degenerated n=5. FPKM matrix columns map exactly to nine GSM accessions and four locked modules map at 100%. BioProject PRJNA705603 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. This FPKM representation is included once; the paired TPM representation is a same-sample processing sensitivity and is not an additional study. No raw-count model, confirmatory validation, causal, or age-adjusted inference.",0.60576639,1.03974911090598,0.51005990075721,0.71418478054157,1.04548768894334,0.655291746999596,0.809500924644065,"GSE167931 FPKM (4 vs 5)","Hypoxia / oxidative stress",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE230809_discovery","disc_matrix_homeostasis","advanced_degeneration_associated_minus_healthy_low_grade","advanced_degeneration_associated",8,1.98518521,0.33027479,"healthy_low_grade",3,1.93192953,0.67048991,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.",0.0532556800000001,0.113231990406438,0.458916128044761,0.677433486066906,0.0920878598269981,0.861922371336284,0.928397744146486,"GSE230809 parent (3 vs 8)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE244889_directional","disc_matrix_homeostasis","severe_SDD_minus_mild_MDD","severe_SDD",3,5.30071394,0.28071087,"mild_MDD",4,5.26423271,0.07572205,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.",0.0364812299999997,0.164040697092892,0.585255429783528,0.765019888488873,0.149189758567414,0.982242220315217,0.991081338899697,"GSE244889 (NP 4 vs 3)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE153066_support","disc_matrix_homeostasis","degenerated_minus_relatively_normal","degenerated",8,4.56840922,0.53816084,"relatively_normal",8,4.61562426,1.09180826,"Eight relatively-normal versus eight degenerated presumed sample/library keys. The GEO-retained dense count matrix follows contributor cell filtering; clinical source and age are confounded with disease status. External support only, not an age-independent or causal contrast.",-0.0472150399999993,-0.0518542975150951,0.250084027130337,0.500084020070965,-0.0518542975150951,0.285845940359486,0.534645621285246,"GSE153066 (NP 8 vs 8)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE165722_score_level","disc_matrix_homeostasis","severe_minus_mild","severe",4,4.75190189,0.40411625,"mild",4,3.98945127,1.28810274,"Four mild versus four severe presumed sample keys, with severity assigned from the source-publication grouping because GEO and source-publication grades differ. GEO describes supplied values as normalized counts; this cohort supports only score-level direction and leave-one-key-out stability, not raw-count, cell-level, confirmatory, causal, or age-adjusted inference.",0.76245062,0.69378339655452,0.53008346258342,0.728068309009134,0.69378339655452,0.733800541741047,0.856621586081653,"GSE165722 (NP 4 vs 4)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE186542_external_count_support","disc_matrix_homeostasis","advanced_Pfirrmann_IV_V_minus_early_Pfirrmann_I_III","advanced_Pfirrmann_IV_V",3,5.43870686,0.95127639,"early_Pfirrmann_I_III",3,4.94731142,0.95949523,"Post hoc external human NP cohort: early Pfirrmann I-III n=3 versus advanced IV-V n=3. Matrix columns map exactly to six GSM accessions and four locked modules map at 100%. BioProject PRJNA774342 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. Supplied count and processed-value provenance is inconsistent in GEO metadata; use score-level standardization only, not raw-count-model inference or confirmatory validation.",0.49139544,0.410382071614935,0.680701120391914,0.825046132281046,0.410382071614935,1.02105323846851,1.01047179004093,"GSE186542 (3 vs 3)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
"GSE167931_external_fpkm_support","disc_matrix_homeostasis","degenerated_minus_normal","degenerated",5,1.78926707,0.69644741,"normal",4,0.78604242,0.09824347,"Post hoc external human NP cohort: normal n=4 versus degenerated n=5. FPKM matrix columns map exactly to nine GSM accessions and four locked modules map at 100%. BioProject PRJNA705603 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. This FPKM representation is included once; the paired TPM representation is a same-sample processing sensitivity and is not an additional study. No raw-count model, confirmatory validation, causal, or age-adjusted inference.",1.00322465,1.68005798451579,0.60681082396307,0.778980631314457,1.79167187943542,0.889211422326715,0.942980075254358,"GSE167931 FPKM (4 vs 5)","Disc matrix homeostasis",FALSE,"Post hoc exploratory accession-level external expansion; score-level standardization only; not patient-level confirmation, replication, mechanism, biomarker, or therapy evidence."
