dataset,gsm,donor_id,compartment,disease_state,module_id,module_score_log1p_cpm,score_status,mapped_fraction,included_cells,total_umi_included_cells,matrix_status,analysis_role,source_value_scale,score_formula,matrix_column
GSE167931,GSM5115823,GSM5115823,NP,normal,inflammatory_nfkb,1.07733270,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_4
GSE167931,GSM5115824,GSM5115824,NP,normal,inflammatory_nfkb,1.35559496,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_7
GSE167931,GSM5115825,GSM5115825,NP,normal,inflammatory_nfkb,0.40355790,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_8
GSE167931,GSM5115826,GSM5115826,NP,degenerated,inflammatory_nfkb,2.49591200,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_1
GSE167931,GSM5115827,GSM5115827,NP,degenerated,inflammatory_nfkb,2.38286705,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_2
GSE167931,GSM5115828,GSM5115828,NP,degenerated,inflammatory_nfkb,2.38181114,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_3
GSE167931,GSM5115829,GSM5115829,NP,degenerated,inflammatory_nfkb,0.76776229,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_4
GSE167931,GSM5115830,GSM5115830,NP,degenerated,inflammatory_nfkb,0.62325240,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_5
GSE167931,GSM5115822,GSM5115822,NP,normal,hypoxia_oxidative_stress,1.84862638,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_3
GSE167931,GSM5115823,GSM5115823,NP,normal,hypoxia_oxidative_stress,1.20713305,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_4
GSE167931,GSM5115824,GSM5115824,NP,normal,hypoxia_oxidative_stress,1.15057092,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_7
GSE167931,GSM5115825,GSM5115825,NP,normal,hypoxia_oxidative_stress,0.23941535,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_8
GSE167931,GSM5115826,GSM5115826,NP,degenerated,hypoxia_oxidative_stress,1.98242708,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_1
GSE167931,GSM5115827,GSM5115827,NP,degenerated,hypoxia_oxidative_stress,2.65330039,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_2
GSE167931,GSM5115828,GSM5115828,NP,degenerated,hypoxia_oxidative_stress,2.66682390,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_3
GSE167931,GSM5115829,GSM5115829,NP,degenerated,hypoxia_oxidative_stress,1.07530347,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_4
GSE167931,GSM5115830,GSM5115830,NP,degenerated,hypoxia_oxidative_stress,1.29004715,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_5
GSE167931,GSM5115822,GSM5115822,NP,normal,disc_matrix_homeostasis,1.04076106,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_3
GSE167931,GSM5115823,GSM5115823,NP,normal,disc_matrix_homeostasis,1.06236412,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_4
GSE167931,GSM5115824,GSM5115824,NP,normal,disc_matrix_homeostasis,1.10318966,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_7
GSE167931,GSM5115825,GSM5115825,NP,normal,disc_matrix_homeostasis,0.70655190,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_C_8
GSE167931,GSM5115826,GSM5115826,NP,degenerated,disc_matrix_homeostasis,3.22225534,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_1
GSE167931,GSM5115827,GSM5115827,NP,degenerated,disc_matrix_homeostasis,2.47819904,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_2
GSE167931,GSM5115828,GSM5115828,NP,degenerated,disc_matrix_homeostasis,2.36439431,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_3
GSE167931,GSM5115829,GSM5115829,NP,degenerated,disc_matrix_homeostasis,2.51147184,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_4
GSE167931,GSM5115830,GSM5115830,NP,degenerated,disc_matrix_homeostasis,0.88121422,score_available,1.000000,,,GEO supplementary TPM matrix paired to the same nine GSE167931 samples; not eligible to enter a meta-analysis together with the FPKM representation,data_processing_sensitivity_not_an_additional_cohort,GEO-deposited TPM,mean over mapped genes of log1p(TPM),NP_E_5
