cohort_id,dataset,gsm,matrix_column,sample_title,disease_state,contrast_arm,identity_status,public_person_level_metadata
GSE245147_external_native_comparison_support,GSE245147,GSM7837573,NO_Degenerated_3,No-degenerated nucleus pulposus cells #3 for RNA-seq,no_degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115822,NP_C_3,NP-C-3,normal,comparison,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115823,NP_C_4,NP-C-4,normal,comparison,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115824,NP_C_7,NP-C-7,normal,comparison,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115825,NP_C_8,NP-C-8,normal,comparison,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115826,NP_E_1,NP-E-1,degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115827,NP_E_2,NP-E-2,degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115828,NP_E_3,NP-E-3,degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115829,NP_E_4,NP-E-4,degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
GSE167931_external_tpm_sensitivity,GSE167931,GSM5115830,NP_E_5,NP-E-5,degenerated,target,pass_exact_predeclared_matrix_column_to_GSM,not reported in GEO sample characteristics; GSM remains a presumed donor/sample key
