dataset,gsm,donor_id,compartment,disease_state,module_id,module_score_log1p_cpm,score_status,mapped_fraction,included_cells,total_umi_included_cells,matrix_status,analysis_role,source_value_scale,score_formula,matrix_column
GSE245147,GSM7837572,GSM7837572,NP,no_degenerated,inflammatory_nfkb,1.34501288,score_available,0.952381,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_2
GSE245147,GSM7837573,GSM7837573,NP,no_degenerated,inflammatory_nfkb,1.36506986,score_available,0.952381,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_3
GSE245147,GSM7837568,GSM7837568,NP,degenerated,hypoxia_oxidative_stress,2.94208988,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_1
GSE245147,GSM7837569,GSM7837569,NP,degenerated,hypoxia_oxidative_stress,2.98412424,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_2
GSE245147,GSM7837570,GSM7837570,NP,degenerated,hypoxia_oxidative_stress,2.96527097,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_3
GSE245147,GSM7837571,GSM7837571,NP,no_degenerated,hypoxia_oxidative_stress,3.14984325,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_1
GSE245147,GSM7837572,GSM7837572,NP,no_degenerated,hypoxia_oxidative_stress,3.11436421,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_2
GSE245147,GSM7837573,GSM7837573,NP,no_degenerated,hypoxia_oxidative_stress,3.11460789,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_3
GSE245147,GSM7837568,GSM7837568,NP,degenerated,disc_matrix_homeostasis,1.98925727,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_1
GSE245147,GSM7837569,GSM7837569,NP,degenerated,disc_matrix_homeostasis,2.00281677,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_2
GSE245147,GSM7837570,GSM7837570,NP,degenerated,disc_matrix_homeostasis,2.02533543,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,Degenerated_3
GSE245147,GSM7837571,GSM7837571,NP,no_degenerated,disc_matrix_homeostasis,2.25916410,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_1
GSE245147,GSM7837572,GSM7837572,NP,no_degenerated,disc_matrix_homeostasis,2.24056739,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_2
GSE245147,GSM7837573,GSM7837573,NP,no_degenerated,disc_matrix_homeostasis,2.23356461,score_available,1.000000,,,GEO supplementary RPKM matrix; the six native Degenerated/NO_Degenerated columns map exactly to six GSM accessions; P2/P8 passage and DMSO/H-151 treatment columns are explicitly excluded,post_hoc_external_processed_score_support_only_native_clinical_subset,GEO-deposited RPKM,mean over mapped genes of log1p(RPKM) for the native clinical-comparison subset,NO_Degenerated_3
