path	bytes	sha256	path_sanitized
data/derived/GSE244889_soft_metadata.csv	11694	5951403ee2c94ffc53788a03f5cf35fb84385da54ef73c9ad367e281bab121aa	false
data/derived/GSE251686_GSM7986002_header_audit.csv	651	f86052b7c46692defb0a4602ce35d544c2ca19a39c8a6345b799d980632a8d47	false
data/derived/GSE251686_GSM7986002_header_audit.json	7237	21b6c4d339b2811403356e81154613b26cd44656733c4eb8143d0d3d3228c794	false
data/derived/GSE251686_archive_inventory.csv	1173	d9da230f2f18049cfe7927cf0d82503f00f8e101d5eea58b6f19db6ef93ad808	false
data/derived/GSE251686_design_summary.csv	735	9092a6f98dc40fa46d1ebc10d19a43b6fcee28d954ea28271f72500a834c5253	false
data/derived/GSE251686_donor_ledger.csv	5513	903fb95a13be620e7ee876746b9715acb10942864bbb58b1f298debcd051b391	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_cell_annotation.csv.gz	696833	9ac3d94332320aa3a8a301034ac7bbbd9bd39244326573f2c626b7728b5b496d	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_effect_parameters.csv	1639	cd2dfa2c558d0a804a3ce41860a141fecfcec21e9713f97b93c72642682ec6d8	true
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_group_descriptives.csv	2449	e3f2a7d8d39c18f32c1c75667c8415e9dd80f8248d992d9ee9ee1e926fedd3f0	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_library_ledger.csv	1191	37ae08cdbbd8131b8c235a8d9c8d54b74c4c84fb16e6892ac6b6176277ecbdf9	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_module_effects.csv	5303	3c490e51139940a349f28e22322f93f534e24263dfce5c9bcfdf371dbdd1db15	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_module_gene_scores.csv	25566	cdd61b7ea86bb00ac6f406d566fb903572c3adad8f528c5834aeffdf67d0642b	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_module_leave_one_out.csv	7369	62ca66abee7eb1b506253a2d005a877efa123682c42074ca25c93c2c16bc6255	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_module_mapping_audit.csv	14229	510b194cd67325a48b4a5a8c07586b7a403b51e7747d9fd2f5eac0160b5475f0	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_module_scores.csv	3988	b316a263ddc93b2f34865ee8e2cb1a56f967c1b73bf5d64a9c78ddde0851ff2e	false
data/derived/GSE251686_exploratory_scores/GSE251686_exploratory_score_parameters.csv	1540	8492bdce5f4dd2c9ca8865207aa97f24560d9f54e48ef46720fc358cbea9288d	true
data/derived/GSE251686_exploratory_scores/README.md	1308	b5f72f0760d31a80989fc039fbf906166da45e51e909633d00701370a846cbec	false
data/derived/GSE251686_exploratory_scores/run_artifacts.csv	829	446e81663a1eb04b2996c6be0f51d3827eb81105fbbec4df60b0d3a66f2b4348	false
data/derived/GSE251686_exploratory_scores/run_manifest.json	1458	d6c5a0dc896e5d5274c68eea3bd6b0d9f834ba01cce0d9a355de7613ad90c7c2	false
data/derived/GSE251686_filelist_audit.csv	811	3ca9845cc6bf86346a6607c278eb1730744a2b234cd451272a047fbfaeee0283	false
data/derived/GSE251686_matrix_identifier_audit.csv	986	88e0c94492a62ec20674cadf847ce805c21f89b74e9c0bb35ed5599090c48a54	false
data/derived/GSE251686_nested_10x_matrix_audit.csv	1605	f80ee0b4ccda0cc9457d5de46f2533d54168138c75fb90418b89a3066207a1e1	false
data/derived/GSE251686_nested_matrix_stream_audit.csv	1871	52db6a4fb481d357ec66a47b01c301875b64f48819c6786bfd67493b0941b65a	false
data/derived/GSE251686_nested_matrix_stream_audit.json	6891	fb9b2cd705935ce7adc325a23250e55b32a9f9b175a32906a275bcb63315116d	false
data/derived/GSE251686_soft_metadata.csv	5154	bc4309cb1f9c87579dbf65a98523b508d899f46ded44f2b3d07386919bbd0d7c	false
data/derived/annotation/GSE229711_RAW_cell_annotation.csv.gz	1297284	d1432400aa9397d96e64e87bcc4ee8aed26e563952ffdb2a0e049cdaf2d9f3ba	false
data/derived/annotation/GSE229711_RAW_donor_annotation_sensitivity.csv	763	a05cc2a4daff853ea67899900f1fa264670b8eccda95d29bcfd2fbe60a301903	false
data/derived/annotation/GSE229711_RAW_marker_mapping.csv	1920	7b7d169783252d5f3babf7dee72c2522ab3ec75acc2f07526ab8f9f800d9efb8	false
data/derived/annotation/GSE230808_RAW_cell_annotation.csv.gz	2051007	044fb167c03d2b58b53a1f284f05f843453618df2533c925c74a88e66efbcb6d	false
data/derived/annotation/GSE230808_RAW_donor_annotation_sensitivity.csv	1605	45aa1fd8f3e5f15c3c0918e8bcf86e782012c53597020592e99f80ce762e6833	false
data/derived/annotation/GSE230808_RAW_marker_mapping.csv	5604	cbb8a66a67162bc782e97b4b22d4a9ced9cf424bf4956c3245e34e1629f4a913	false
data/derived/annotation_external/GSE244889_RAW_cell_annotation.csv.gz	1645212	a8a15006ba5f9f4b3635daddcc7b6672ad70293dc8c35cf9ae44f4c074a41793	false
data/derived/annotation_external/GSE244889_RAW_donor_annotation_sensitivity.csv	799	ad2453abff99015d40bff7828090e0ceeee1c27ed9c177adea3a7af09605640f	false
data/derived/annotation_external/GSE244889_RAW_marker_mapping.csv	2227	32c2df58328e1893f14ab94a92d0ae290f046c712b3336232b5cb469c8f8e6d3	false
data/derived/discovery_retained_cell_sensitivity/README.md	1302	6d08d2d1bc105304a6353404ba6367730c0d998f9500015fbb70e7ca13badcf2	false
data/derived/discovery_retained_cell_sensitivity/discovery_effects_by_retained_cell_threshold.csv	25771	66fe51e11f7730025b3fe8d7dac064d7de7fa76fb253bdfc33b65d56901dc829	false
data/derived/discovery_retained_cell_sensitivity/input_artifact_hashes.csv	3549	24c21aea1b4d7638edfdcb74905ea6651d6c4d4c79a591fd6335be767a6c5287	true
data/derived/discovery_retained_cell_sensitivity/library_threshold_eligibility.csv	8006	f9d1f295a852e1c52ad0a5cd82505c657ecb86df204cb84db483f6c593ae5081	false
data/derived/discovery_retained_cell_sensitivity/run_artifacts.csv	563	b4f7618eff9ff4e6e14d7ce669a8c49acf44ea4a47f42250539f3cdcee4b0e08	false
data/derived/discovery_retained_cell_sensitivity/threshold_effect_stability_vs_30.csv	9091	9b8c45b9249147996ab0cef7d8baf9a414ecfebd8244522978c0ed8d8daa8484	false
data/derived/discovery_retained_cell_sensitivity/threshold_run_summary.csv	803	a181a5245ebda101917c570f07af74c050edab536bf856bc2176225e3daab075	true
data/derived/discovery_retained_cell_sensitivity/threshold_score_identity.csv	431	40588dbe87f1c2ba1db575c4ec9150c94883520824009f5600281b41118c9cae	false
data/derived/donor_module_effect_summary/README.md	3537	6c78d2b6c0267aff7fb57ec2b3c086e30795c711328036635b59cf5eaf2ff46e	false
data/derived/donor_module_effect_summary/cohort_score_availability.csv	1979	b80ed9c48cda048bb293f098bec586d3b5758363dc7a4f0831eb0bf66c0f0c88	false
data/derived/donor_module_effect_summary/cross_cohort_direction_consistency.csv	5655	e5387fc826cbe2cecb3abdd7b231465f83ffb5e233ab936bde5202b21b005450	false
data/derived/donor_module_effect_summary/donor_module_effects.csv	22190	40da19d71645b7748d41c25c048ce51efe41653bd1cf38ffa6a2e8474a3667c7	false
data/derived/donor_module_effect_summary/donor_module_group_descriptives.csv	19450	018c2f35cf521cea18aca1f5788fd78539b3f45c83e7fedd0683ebd89b988e02	false
data/derived/donor_module_effect_summary/donor_module_leave_one_out.csv	77594	ad06ce717f55df1b6d711f5cf2f907a423be2955d794f7054e4b5765147995d8	false
data/derived/donor_module_effect_summary/resolved_contrast_spec.csv	3346	fb462212c9fb65e44814970e9f4ed1bb9493172b0ed54c397947d5ea8b6c2324	false
data/derived/donor_module_effect_summary/run_artifacts.csv	913	5ceef36857062ff4f3c2911e9a945dd8811f80cf9b594ab16956f1eacfaee9da	false
data/derived/donor_module_effect_summary/run_manifest.json	11248	57a0f2206098b7bb04cdda3fe2f3cd3b4e1775b5f909a063e817ac5afccfb487	true
data/derived/donor_module_effect_summary/run_parameters.csv	2180	c5edc8f1a8dc43a42f4caef428531bb42191c06bcb5761ecaa2cf29efdc2db11	true
data/derived/donor_module_effect_summary/score_ingestion_audit.csv	828	d94ecbb260f9fce7d03c1e45933ccf55b3dbfc050f685919a2b64ddf3629c5d8	false
data/derived/donor_module_effect_summary/score_ledger_identity_crosswalk.csv	1189	e6a938bbb369846e34d3906c6f17a817106ac1ba5fee467dc2d8cef080bca686	true
data/derived/donor_module_effect_summary_external_expansion/README.md	2442	9c4b998e3cf2dff0b6606b3a5a079b0249e35878bad9ccec60b2b9568c4338b8	false
data/derived/donor_module_effect_summary_external_expansion/cross_cohort_direction_consistency.csv	4452	c5391003622a2729b1f4c10357e393c667e2a16e44d368d5b20be808edf6f1e7	false
data/derived/donor_module_effect_summary_external_expansion/donor_module_effects.csv	29106	2ee2121ad77d65df9b6a385f6630cc65aa6180bf16a837a25ef903d2303b9768	false
data/derived/donor_module_effect_summary_external_expansion/donor_module_group_descriptives.csv	23252	82d50727576b9b36f7fe77cc49e9e5ca3ecacf4334fc5d93a4ba9b1d0e9dfdf8	false
data/derived/donor_module_effect_summary_external_expansion/donor_module_leave_one_out.csv	82454	040800970f489d61ecef4990f02d02d0224990828fe44e38da0f9fa021f01c79	false
data/derived/donor_module_effect_summary_external_expansion/resolved_contrast_spec.csv	4552	7773410f953b42e600444088904d7cf5e3bdd3412a5c64fc82b7a1176ec63204	false
data/derived/donor_module_effect_summary_external_expansion/run_artifacts.csv	755	cea9459b4e488b63baa4228c5643d30fe048d9a552628c78e34a4c5ecc410d34	false
data/derived/donor_module_effect_summary_external_expansion/run_manifest.json	13274	6944af3a01428dc06204d00b835851aa1705145eaf45b593437415d3a96062fa	true
data/derived/donor_module_effect_summary_external_expansion/run_parameters.csv	2675	060e0cda4114fba75c6686eb653db5fe1f69ebd23a6acddd74a093bc15f0c92d	true
data/derived/donor_module_effect_summary_external_expansion/score_ingestion_audit.csv	963	95b34d247c9e5c2343ec28697acf1b1831045be17228e94684c2054b893d907f	false
data/derived/donor_module_effect_summary_source_family_replacement/README.md	2522	de081f0819eecd1dedc49d7fa3cbe11fe293004c5614cde8aa9e40ee40c69555	false
data/derived/donor_module_effect_summary_source_family_replacement/cross_cohort_direction_consistency.csv	4558	f9164db98f836ee6f530bd1d64fb4bbcb45c4384674fdc3294edb10b892ec573	false
data/derived/donor_module_effect_summary_source_family_replacement/donor_module_effects.csv	29066	fb578eb5f488eaf0f8b7cd243997a927e29aecd6f02278ac9a0b678abdaa512d	false
data/derived/donor_module_effect_summary_source_family_replacement/donor_module_group_descriptives.csv	23524	e114abf78b57216b9f34b26b94285fa83f315d14d5935266c8aa8f76a651e286	false
data/derived/donor_module_effect_summary_source_family_replacement/donor_module_leave_one_out.csv	78637	77f5a06a2415610a28a382390c9983e69f1ff1aeac2de2a8c50be5182a76302c	false
data/derived/donor_module_effect_summary_source_family_replacement/resolved_contrast_spec.csv	4562	1ae631df0ff5fad0155889feec0c738a72d43bdff8b0a8a5c764bfbaf5dd1d4a	false
data/derived/donor_module_effect_summary_source_family_replacement/run_artifacts.csv	755	cea9459b4e488b63baa4228c5643d30fe048d9a552628c78e34a4c5ecc410d34	false
data/derived/donor_module_effect_summary_source_family_replacement/run_manifest.json	13325	53cd2a961c8a90b979af0064d5c8461f9bfa425b0b42891d3c6fd6ea35b67372	true
data/derived/donor_module_effect_summary_source_family_replacement/run_parameters.csv	2698	434ee3501cdff2abc3c5ab829eb13143a803db47c83301b4842a7ff1c278c2e2	true
data/derived/donor_module_effect_summary_source_family_replacement/score_ingestion_audit.csv	988	666c85454b3cfa9fce26ee89fa9271634fb606907bdd54dce79e50d0d2f09574	false
data/derived/geo_candidate_audit/GSE167931_sample_ledger.csv	8413	903b281a88042cabbea458257551098bd0622464c12c54201fb09aecbd9ee69c	false
data/derived/geo_candidate_audit/GSE186542_sample_ledger.csv	5688	954cdca5b986428417de0f92f8171070ea299d6066c998cca66181744e759acb	false
data/derived/geo_candidate_audit/GSE245147_native_comparison/independence_ledger.json	633	e1664c73cad9d6924005e4cab2dcca5cb330d19735a134b4ab3b51a47529fc05	false
data/derived/geo_candidate_audit/GSE245147_native_comparison/manifest.json	1311	468af8d89bd988b90381f439bf94b741e6a42a418e9439108428e3fb43fa5152	false
data/derived/geo_candidate_audit/GSE245147_native_comparison/matrix_integrity.csv	582	17a97a19d8e24b894dcba0bd6fc3a290fd9918a3389da19b6399049a577b3d40	false
data/derived/geo_candidate_audit/GSE245147_native_comparison/module_mapping.csv	1263	006cbad7a0e2a823c7c72fdd64834b5dd0d892e6143e86bc61cf60e63a539fa7	false
data/derived/geo_candidate_audit/GSE245147_native_comparison/sample_selection.csv	2764	35c4ebb48e1be1c137654a36368044c879a9d4982ee7520e856bf171d3f43110	false
data/derived/geo_candidate_audit/GSE245147_sample_ledger.csv	17514	9e57ae4976d9cfa0b8ed93d0c2d57d23ca0619631e0b0707fc9d76d6aeadb558	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/GLOBAL_SPECIFICITY_README.md	1391	118f910d0f070767049aad3784c6e0f15d87be83c525da3dbbe73dd2581ce1cd	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/README.md	825	eac280df1e8b55076d5128ff60a3ec059b8f5abd42b59a304c33c35197b476c0	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/audit_manifest.json	2856	1f644058c10476de27acbf2fa9563078d653a91afe3e5464c7134329343bc1d6	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/ensembl_release_113_reference_manifest.json	1578	e57ebe64ed7321d4396dccc3a7d59fd18f2c1604d2b94aa7a7c90bd2a11bb39b	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/global_specificity_manifest.json	4943	81df2433b3d75968d39e0692007b993712a247733df9e14c9d90394c810bd1f3	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/input_artifact_hashes.csv	506	772c280c07c7575f051ee9c5cb0609788fe8692f114911be622ac6623eea77b1	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/matrix_feature_audit.csv	559	f79cbd092ecc1e748b9162a0bb5d04d1ed9b1f48250c026fa7ab862c50a597ed	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/module_global_specificity_summary.csv	412	f8f9b1386b928bb02194653800cc8e4100a42db8438bf4cce0ae33973490fc36	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/module_mapping_summary.csv	720	232a1f161ae8099732c15b961fd388da222001f5df5d54a729d7ae87b12605e6	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/probe_gene_sequence_mapping.csv	10537	96300e33cfab96ca1460d80ca039d75c6722952396581d72ac664171d05a9016	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/probe_global_specificity_ledger.csv	29439	1c584af98c76f34be0355a6a617efb3422af8a3652aa859beba72cc926d28993	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/probe_specificity_queries.csv	36923	b6383a3fdd044ecbc0b4640be4bc8345e710fc79dd35604e8141adf8bdd9aa30	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/raw_tar_feature_audit.csv	886	62a4dc6707a8a1586f3a3d6ee2bac64400fbf155a9efd937ce732952e26f68a4	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/release113_primary_assembly_probe_hits.csv	10175	15d9faf51652998bca1f7d5ee72f39c41f16314cc667903c9e85767bae6bbd44	false
data/derived/geo_candidate_audit/GSE56081_probe_annotation/release113_transcriptome_probe_hits.csv	48501	235b31b2dfc41092f9563a1934ea26f4fca7571f0d0919825e651717fc65ca6f	false
data/derived/geo_candidate_audit/GSE56081_sample_ledger.csv	8029	2214fa227e62d8b11f250606d27c8bf4db5d0d1307686ffc6caf90f3c1af786a	false
data/derived/geo_candidate_audit/README.md	3682	eeded02aec0309c48668fb9bfd70f4b1ada57df39f562818c5b7d2e22ce8e39b	false
data/derived/geo_candidate_audit/candidate_cohort_assessment.csv	1968	d314d7878817d704d5387470a945a2e097a1be4c3967baaf7081946f9c28402b	false
data/derived/geo_candidate_audit/candidate_independence_ledger.csv	1603	2d1b98e4f4c3a2fff105a37a91efd900816c78f3673f7a499592145b8b9f5d20	false
data/derived/geo_candidate_audit/candidate_input_artifact_hashes.csv	1840	b24cc4173d48bd98aaa00d8f9b430332d9ee01dafb36e1c5e59280e079a351bd	false
data/derived/geo_candidate_audit/candidate_matrix_integrity_audit.csv	2217	5eedb12df710819345b00b994de349a5f17947ee792ec527c5153815232ae0cf	false
data/derived/geo_candidate_audit/candidate_module_mapping_audit.csv	3294	54a0b48a5a8bdea053cbff0cdc50f8f85bd130102cca25cc2ead52e3d09344eb	false
data/derived/geo_candidate_audit/candidate_sample_matrix_mapping.csv	8133	c6764446668b581e4b8ab368d0d04f5307a36848de88d7e6347ec8cf1adc23a6	false
data/derived/geo_candidate_audit/external_human_np_candidate_identity_audit.csv	7148	086d00cd78b28e7c26b3a651bab1ef9958a378293257fe94a652c4c5c08935a2	false
data/derived/geo_candidate_audit/external_human_np_candidate_matrix_audit.csv	1558	bdf9b10991fa89ac9ae369675dcb6990d800e19a2f8e9bed295712fc9061a26c	false
data/derived/geo_candidate_audit/external_human_np_candidate_module_mapping_audit.csv	5505	4e3dc68dd1bc5c0fe381c9dd7cfe1e5b95b0c5eb35613c05906e5fa88bcdadf5	false
data/derived/geo_candidate_audit/external_human_np_candidate_scoring_manifest.json	3206	71f9a8d2b882f74451a51e75e52207d28255dae1d6b583ab92c015484309c6b1	false
data/derived/module_scores/GSE229711_RAW_library_pseudobulk_ledger.csv	806	7b2445cbffed569e8491d56f7494a947e6822394e450476969182be5cb0f572f	false
data/derived/module_scores/GSE229711_RAW_module_gene_pseudobulk.csv	40281	cb137992695b80e37a8c3f40b0114a01cc35c5d256c47c4d35d3ceda2d991b16	false
data/derived/module_scores/GSE229711_RAW_module_mapping_audit.csv	4657	ddd97a69ba265e11c54e440d8cbfb71b10fba8a31cc58f35c0b533abf632968e	false
data/derived/module_scores/GSE229711_RAW_module_score_parameters.csv	595	4ec17981b53283e37a6ff1e7ece8c342333c2b10858a3ceab2f436fab5c754cf	false
data/derived/module_scores/GSE229711_RAW_module_scores.csv	2899	3b7c1fb67b7e99c0568cb63dc36bffed5c65c77cf32f5069303cbb621626c6d9	false
data/derived/module_scores/GSE230808_RAW_library_pseudobulk_ledger.csv	2211	28cf4f7a9bcd70a042ef211f12f0c85ad371e2641a0e7028372a0d80a2f09537	false
data/derived/module_scores/GSE230808_RAW_module_gene_pseudobulk.csv	121514	1251d54dad64bcffb43afe6d771c2d3d9c0e7d715d2996d2ad45dd1a3b4124f5	false
data/derived/module_scores/GSE230808_RAW_module_mapping_audit.csv	13798	9c6182f0ce2936e012327b3cf3cc73901ae28213fdfaa6c93d8732ec38c089bb	false
data/derived/module_scores/GSE230808_RAW_module_score_parameters.csv	519	058ef5f4cb258d8f5dab9f26036d81c1acc6f979c01663a3e4ab7b651c3b0d4b	false
data/derived/module_scores/GSE230808_RAW_module_scores.csv	8411	13c4c5dd975a20e4c2489eb741636a02774a81b8556a4dc7f5f666a8a8a57ea5	false
data/derived/module_scores_external/GSE153066/GSE153066_AllSample.counts_library_pseudobulk_ledger.csv	4448	6a08f0b5b3e318fe57a13dd0563c1c6509acf12362740f25d7494a852c5569f6	false
data/derived/module_scores_external/GSE153066/GSE153066_AllSample.counts_module_gene_pseudobulk.csv	120636	cc1fb2a19a151a64a947eb41590e3f87874b8dc66dfb353c8174118b76582a9e	false
data/derived/module_scores_external/GSE153066/GSE153066_AllSample.counts_module_mapping_audit.csv	13306	8ab8dfe59c0ce6c9eb1993f1f2dc5733c14423f00f59eb92bf312f6a6a681434	false
data/derived/module_scores_external/GSE153066/GSE153066_AllSample.counts_module_score_parameters.csv	533	2a4e4d6351932c9a9d237cf6018013185092b588c69dcb11ed8c3a320f7ccd83	false
data/derived/module_scores_external/GSE153066/GSE153066_AllSample.counts_module_scores.csv	21012	ed10976824052f61381f25558c917d4ece837b2eb64dcf0d9791d1f8a9f3c4b4	false
data/derived/module_scores_external/GSE165722/GSE165722_RAW_module_gene_scores.csv	62450	b38cb431ca616e5fba32df4caa6b2abac8402e6640d3a80bebff453c96a5c57b	false
data/derived/module_scores_external/GSE165722/GSE165722_RAW_module_mapping_audit.csv	6288	08991614745747f8eaf2c1001de989e8a641cdd233d644fa0c44ff95da0a4b63	false
data/derived/module_scores_external/GSE165722/GSE165722_RAW_module_score_parameters.csv	625	37eda428383994f8be5d47221b364d71f234c308250c6d6a4c37088a50098270	false
data/derived/module_scores_external/GSE165722/GSE165722_RAW_module_scores.csv	10877	85db6b187ae26949e18fadba1a0f67ba5a1bf889380071114efd845cef28bbba	false
data/derived/module_scores_external/GSE165722/GSE165722_RAW_sample_score_ledger.csv	2248	f090cd3866bab790e769f61623182b3f9b63c3b26a182d4debbba552a223d001	false
data/derived/module_scores_external/GSE167931/GSE167931_AllSamplesFPKMValue_module_mapping_audit.csv	1614	b83cde07fdaee03bc0245ed3f09efa0c0a545cadb40392b7cf78e288144b922a	false
data/derived/module_scores_external/GSE167931/GSE167931_AllSamplesFPKMValue_module_scores.csv	12627	0ebcb274da74fa2e9557dfbb91fa562b910b910621866ee0c60c7b55713237b5	false
data/derived/module_scores_external/GSE167931/GSE167931_AllSamplesTPMValue_module_mapping_audit.csv	1618	eb6561085cdb7e0c83e46a524a1c4c8aa118b87983f9c5cfbf4984400e983657	false
data/derived/module_scores_external/GSE167931/GSE167931_AllSamplesTPMValue_module_scores.csv	13491	7f3f1af1138eeec2cca6ca0a5468b45e059b1eacb85a6d93e2b4a1500bd874d5	false
data/derived/module_scores_external/GSE186542/GSE186542_gene_expression_module_mapping_audit.csv	1430	7c51cc339c6c4d963bf4196b69adb55407a89a7a2744f6a7be062d9725680892	false
