cohort_id,cohort_role,analysis_role,inference_key_type,compartment,module_id,comparison_label,target_label,contrast_label,severity_orientation,comparison_n,target_n,comparison_mean_module_score_log1p_cpm,target_mean_module_score_log1p_cpm,mean_difference_target_minus_comparison,effect_direction,effect_status,analytic_ci_method,analytic_ci_lower,analytic_ci_upper,analytic_standard_error,analytic_welch_df,analytic_ci_status,bootstrap_ci_method,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_status,bootstrap_replicates,bootstrap_seed,leave_one_out_total_keys,leave_one_out_available_effects,leave_one_out_nonzero_directional_effects,leave_one_out_matching_full_direction,leave_one_out_direction_retention_fraction,leave_one_out_stability_status,confirmatory_eligible,cohort_limitations,inference_boundary
GSE186542_external_count_support,post_hoc_external_human_np_count_score_support,post_hoc_external_score_level_support_only,GSM_as_presumed_donor_or_sample_key,NP,hypoxia_oxidative_stress,early_Pfirrmann_I_III,advanced_Pfirrmann_IV_V,advanced_Pfirrmann_IV_V_minus_early_Pfirrmann_I_III,higher_severity_minus_lower_severity,3,3,4.13339152,4.13326297,-0.00012855,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.57402531,0.57376821,0.16891156,2.69330330,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.24008023,0.30126287,available_percentile_donor_bootstrap,10000,15960529805673348040,6,6,6,3,0.50000000,direction_retention_below_0.80,false,"Post hoc external human NP cohort: early Pfirrmann I-III n=3 versus advanced IV-V n=3. Matrix columns map exactly to six GSM accessions and four locked modules map at 100%. BioProject PRJNA774342 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. Supplied count and processed-value provenance is inconsistent in GEO metadata; use score-level standardization only, not raw-count-model inference or confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE186542_external_count_support,post_hoc_external_human_np_count_score_support,post_hoc_external_score_level_support_only,GSM_as_presumed_donor_or_sample_key,NP,inflammatory_nfkb,early_Pfirrmann_I_III,advanced_Pfirrmann_IV_V,advanced_Pfirrmann_IV_V_minus_early_Pfirrmann_I_III,higher_severity_minus_lower_severity,3,3,2.86040977,2.86602610,0.00561633,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.83091278,0.84214544,0.30066190,3.97879064,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.44852328,0.45975594,available_percentile_donor_bootstrap,10000,1124014862332741705,6,6,6,4,0.66666667,direction_retention_below_0.80,false,"Post hoc external human NP cohort: early Pfirrmann I-III n=3 versus advanced IV-V n=3. Matrix columns map exactly to six GSM accessions and four locked modules map at 100%. BioProject PRJNA774342 is accession-level independent from the default cohorts, but GEO does not expose patient ID, age, sex, or disc level. Supplied count and processed-value provenance is inconsistent in GEO metadata; use score-level standardization only, not raw-count-model inference or confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,disc_matrix_homeostasis,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,1.93192953,1.98518521,0.05325568,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-1.44805815,1.55456951,0.40433577,2.37490410,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.63081425,0.64765160,available_percentile_donor_bootstrap,10000,2016318435805020411,11,11,11,7,0.63636364,direction_retention_below_0.80,false,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,ecm_collagen_remodeling,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,4.73335078,5.07878688,0.34543610,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,0.17468005,0.51619215,0.07486821,8.54262011,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.20998040,0.47773136,available_percentile_donor_bootstrap,10000,16407199004370792975,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,hypoxia_oxidative_stress,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,4.84020140,5.01783585,0.17763445,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.02448574,0.37975464,0.08108217,5.57555553,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.04293873,0.31590665,available_percentile_donor_bootstrap,10000,5515099262552919897,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,inflammatory_nfkb,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,2.33207744,2.22115378,-0.11092366,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.41105700,0.18920968,0.08761759,2.65991155,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.25967413,0.02202575,available_percentile_donor_bootstrap,10000,16933714719755504395,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,"One parent project; age and disease status are fully confounded, and the healthy group has n=3. Exploratory effect-size and stability display only.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE244889_directional,external_directional_support_only,directional_effect_size_and_stability_only,presumed_donor_or_library_key,NP,disc_matrix_homeostasis,mild_MDD,severe_SDD,severe_SDD_minus_mild_MDD,higher_severity_minus_lower_severity,4,3,5.26423271,5.30071394,0.03648123,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.61577110,0.68873356,0.16643213,2.21984594,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.26421932,0.25969560,available_percentile_donor_bootstrap,10000,261479747017731679,7,7,7,5,0.71428571,direction_retention_below_0.80,false,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE244889_directional,external_directional_support_only,directional_effect_size_and_stability_only,presumed_donor_or_library_key,NP,ecm_collagen_remodeling,mild_MDD,severe_SDD,severe_SDD_minus_mild_MDD,higher_severity_minus_lower_severity,4,3,4.75914058,5.72949047,0.97034989,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,0.13590242,1.80479736,0.31249721,4.44466581,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.43505429,1.45246131,available_percentile_donor_bootstrap,10000,15034359627284215531,7,7,7,7,1.00000000,direction_retained_at_or_above_0.80,false,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE244889_directional,external_directional_support_only,directional_effect_size_and_stability_only,presumed_donor_or_library_key,NP,hypoxia_oxidative_stress,mild_MDD,severe_SDD,severe_SDD_minus_mild_MDD,higher_severity_minus_lower_severity,4,3,4.70822363,4.94632123,0.23809760,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.13139059,0.60758578,0.11978131,3.17654167,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.06272611,0.44684389,available_percentile_donor_bootstrap,10000,4597216340779582101,7,7,7,7,1.00000000,direction_retained_at_or_above_0.80,false,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE244889_directional,external_directional_support_only,directional_effect_size_and_stability_only,presumed_donor_or_library_key,NP,inflammatory_nfkb,mild_MDD,severe_SDD,severe_SDD_minus_mild_MDD,higher_severity_minus_lower_severity,4,3,2.83915533,2.88844681,0.04929148,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.79929556,0.89787852,0.32212272,4.62603757,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.53530055,0.54213959,available_percentile_donor_bootstrap,10000,7007122259525251239,7,7,7,4,0.57142857,direction_retention_below_0.80,false,"Four MDD versus three SDD title-derived presumed donor/library keys; directional support only, not confirmatory validation.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE245147_external_native_comparison_support,post_hoc_external_human_np_processed_score_support,post_hoc_source_family_replacement_sensitivity_only,GSM_as_presumed_donor_or_sample_key,NP,disc_matrix_homeostasis,no_degenerated,degenerated,degenerated_minus_no_degenerated,higher_severity_minus_lower_severity,3,3,2.24443203,2.00580316,-0.23862888,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.27613479,-0.20112296,0.01300170,3.64990762,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.25918809,-0.21806966,available_percentile_donor_bootstrap,10000,17757990756460518090,6,6,6,6,1.00000000,direction_retained_at_or_above_0.80,false,"Conditional replacement for GSE167931: native Degenerated n=3 versus No-degenerated n=3 columns only. P2/P8 passage and DMSO/H-151 treatment arms are excluded. RPKM score-level analysis only; one inflammatory gene (TNF) is missing but module coverage is 95.2%. BioProject PRJNA1027236 is accession-level distinct, but the source lab/author family overlaps GSE167931 and patient-level independence cannot be verified. Do not pool both source-family cohorts as independent studies.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE245147_external_native_comparison_support,post_hoc_external_human_np_processed_score_support,post_hoc_source_family_replacement_sensitivity_only,GSM_as_presumed_donor_or_sample_key,NP,ecm_collagen_remodeling,no_degenerated,degenerated,degenerated_minus_no_degenerated,higher_severity_minus_lower_severity,3,3,4.27953697,4.48385281,0.20431584,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,0.17025750,0.23837419,0.01176480,3.62088563,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.18517599,0.22171003,available_percentile_donor_bootstrap,10000,7289744756434053134,6,6,6,6,1.00000000,direction_retained_at_or_above_0.80,false,"Conditional replacement for GSE167931: native Degenerated n=3 versus No-degenerated n=3 columns only. P2/P8 passage and DMSO/H-151 treatment arms are excluded. RPKM score-level analysis only; one inflammatory gene (TNF) is missing but module coverage is 95.2%. BioProject PRJNA1027236 is accession-level distinct, but the source lab/author family overlaps GSE167931 and patient-level independence cannot be verified. Do not pool both source-family cohorts as independent studies.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE245147_external_native_comparison_support,post_hoc_external_human_np_processed_score_support,post_hoc_source_family_replacement_sensitivity_only,GSM_as_presumed_donor_or_sample_key,NP,hypoxia_oxidative_stress,no_degenerated,degenerated,degenerated_minus_no_degenerated,higher_severity_minus_lower_severity,3,3,3.12627178,2.96382836,-0.16244342,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.20946997,-0.11541687,0.01693131,3.99618926,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.18828122,-0.13660562,available_percentile_donor_bootstrap,10000,8014525156783517801,6,6,6,6,1.00000000,direction_retained_at_or_above_0.80,false,"Conditional replacement for GSE167931: native Degenerated n=3 versus No-degenerated n=3 columns only. P2/P8 passage and DMSO/H-151 treatment arms are excluded. RPKM score-level analysis only; one inflammatory gene (TNF) is missing but module coverage is 95.2%. BioProject PRJNA1027236 is accession-level distinct, but the source lab/author family overlaps GSE167931 and patient-level independence cannot be verified. Do not pool both source-family cohorts as independent studies.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE245147_external_native_comparison_support,post_hoc_external_human_np_processed_score_support,post_hoc_source_family_replacement_sensitivity_only,GSM_as_presumed_donor_or_sample_key,NP,inflammatory_nfkb,no_degenerated,degenerated,degenerated_minus_no_degenerated,higher_severity_minus_lower_severity,3,3,1.35584362,1.43424475,0.07840113,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,0.05748284,0.09931942,0.00729750,3.70303153,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.06732493,0.08947732,available_percentile_donor_bootstrap,10000,6302526006514642760,6,6,6,6,1.00000000,direction_retained_at_or_above_0.80,false,"Conditional replacement for GSE167931: native Degenerated n=3 versus No-degenerated n=3 columns only. P2/P8 passage and DMSO/H-151 treatment arms are excluded. RPKM score-level analysis only; one inflammatory gene (TNF) is missing but module coverage is 95.2%. BioProject PRJNA1027236 is accession-level distinct, but the source lab/author family overlaps GSE167931 and patient-level independence cannot be verified. Do not pool both source-family cohorts as independent studies.","Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
